id,value,count
TEST_18060,"[[720, 4430]]",1
TEST_18061,"[[270, 1200], [1630, 4980]]",2
TEST_18062,"[[0, 3820], [4490, 4980]]",2
TEST_18063,"[[1400, 2160], [4090, 4990]]",2
TEST_18064,[],0
TEST_18065,"[[2420, 3050], [3630, 4980]]",2
TEST_18066,"[[1390, 4130]]",1
TEST_18067,"[[0, 4980]]",1
TEST_18068,"[[1530, 2410]]",1
TEST_18069,"[[0, 3240]]",1
TEST_18070,"[[0, 5010]]",1
TEST_18071,[],0
TEST_18072,"[[1090, 3540]]",1
TEST_18073,"[[2720, 4270]]",1
TEST_18074,"[[0, 4980]]",1
TEST_18075,"[[4530, 4980]]",1
TEST_18076,"[[0, 4980]]",1
TEST_18077,"[[90, 5000]]",1
TEST_18078,"[[0, 1200]]",1
TEST_18079,"[[2070, 5000]]",1
TEST_18080,"[[730, 3940]]",1
TEST_18081,"[[1360, 3370]]",1
TEST_18082,"[[0, 4980]]",1
TEST_18083,"[[2280, 4990]]",1
TEST_18084,"[[0, 2580]]",1
TEST_18085,[],0
TEST_18086,"[[0, 4980]]",1
TEST_18087,"[[820, 3800]]",1
TEST_18088,"[[0, 4980]]",1
TEST_18089,"[[280, 3260]]",1
TEST_18090,"[[1230, 4980]]",1
TEST_18091,"[[0, 4980]]",1
TEST_18092,"[[0, 4980]]",1
TEST_18093,"[[960, 2850]]",1
TEST_18094,"[[0, 4980]]",1
TEST_18095,"[[0, 4980]]",1
TEST_18096,"[[970, 4330]]",1
TEST_18097,"[[0, 4980]]",1
TEST_18098,"[[0, 4980]]",1
TEST_18099,"[[20, 4980]]",1
TEST_18100,"[[0, 4980]]",1
TEST_18101,"[[0, 4980]]",1
TEST_18102,"[[2680, 3630], [4350, 4980]]",2
TEST_18103,"[[470, 2400]]",1
TEST_18104,"[[0, 4990]]",1
TEST_18105,"[[1090, 5010]]",1
TEST_18106,"[[0, 5010]]",1
TEST_18107,"[[0, 4980]]",1
TEST_18108,"[[160, 4980]]",1
TEST_18109,"[[0, 5010]]",1
TEST_18110,"[[460, 1030], [2730, 3410]]",2
TEST_18111,"[[0, 1250], [1530, 4980]]",2
TEST_18112,"[[320, 5010]]",1
TEST_18113,"[[790, 3720]]",1
TEST_18114,"[[0, 1870]]",1
TEST_18115,[],0
TEST_18116,"[[0, 4980]]",1
TEST_18117,"[[280, 2870]]",1
TEST_18118,"[[0, 4980]]",1
TEST_18119,"[[900, 2730], [3780, 4980]]",2
TEST_18120,"[[1470, 4980]]",1
TEST_18121,"[[0, 4980]]",1
TEST_18122,"[[0, 4980]]",1
TEST_18123,"[[170, 4980]]",1
TEST_18124,"[[10, 3990]]",1
TEST_18125,[],0
TEST_18126,"[[0, 1410], [2650, 4980]]",2
TEST_18127,"[[880, 4250]]",1
TEST_18128,"[[0, 5010]]",1
TEST_18129,"[[0, 4980]]",1
TEST_18130,"[[0, 4980]]",1
TEST_18131,[],0
TEST_18132,"[[0, 4980]]",1
TEST_18133,"[[0, 5010]]",1
TEST_18134,"[[0, 390], [1520, 2930], [3400, 4150]]",3
TEST_18135,"[[2270, 4120]]",1
TEST_18136,"[[0, 2300], [2580, 4980]]",2
TEST_18137,"[[0, 4990]]",1
TEST_18138,"[[0, 4990]]",1
TEST_18139,[],0
TEST_18140,"[[0, 4990]]",1
TEST_18141,"[[0, 4980]]",1
TEST_18142,"[[0, 4980]]",1
TEST_18143,"[[180, 1770]]",1
TEST_18144,"[[0, 2440], [2820, 4980]]",2
TEST_18145,"[[50, 4980]]",1
TEST_18146,"[[940, 2380], [3180, 4980]]",2
TEST_18147,"[[0, 4980]]",1
TEST_18148,"[[0, 510], [790, 2470], [2810, 4980]]",3
TEST_18149,"[[0, 2020], [2320, 3310]]",2
TEST_18150,"[[570, 3550]]",1
TEST_18151,"[[140, 1210]]",1
TEST_18152,"[[80, 4070]]",1
TEST_18153,"[[0, 4980]]",1
TEST_18154,"[[0, 4990]]",1
TEST_18155,"[[0, 4980]]",1
TEST_18156,"[[0, 4980]]",1
TEST_18157,"[[0, 5010]]",1
TEST_18158,"[[70, 5000]]",1
TEST_18159,[],0
TEST_18160,"[[0, 5000]]",1
TEST_18161,"[[1880, 4210]]",1
TEST_18162,"[[0, 4990]]",1
TEST_18163,"[[90, 4210]]",1
TEST_18164,"[[0, 5010]]",1
TEST_18165,"[[1370, 3580]]",1
TEST_18166,"[[0, 4980]]",1
TEST_18167,"[[0, 4980]]",1
TEST_18168,"[[190, 2300], [2900, 4980]]",2
TEST_18169,"[[0, 4980]]",1
TEST_18170,"[[0, 4980]]",1
TEST_18171,[],0
TEST_18172,"[[130, 4990]]",1
TEST_18173,"[[0, 4990]]",1
TEST_18174,"[[1110, 3510]]",1
TEST_18175,"[[10, 2610]]",1
TEST_18176,"[[90, 3740]]",1
TEST_18177,"[[0, 4990]]",1
TEST_18178,[],0
TEST_18179,"[[440, 2880], [3580, 4980]]",2
TEST_18180,"[[0, 5010]]",1
TEST_18181,"[[0, 5000]]",1
TEST_18182,"[[0, 1020], [1500, 4980]]",2
TEST_18183,[],0
TEST_18184,"[[120, 2830]]",1
TEST_18185,[],0
TEST_18186,"[[0, 450]]",1
TEST_18187,"[[0, 4980]]",1
TEST_18188,"[[0, 5010]]",1
TEST_18189,"[[0, 2860]]",1
TEST_18190,"[[0, 1050], [1330, 4980]]",2
TEST_18191,"[[340, 4980]]",1
TEST_18192,"[[0, 4980]]",1
TEST_18193,[],0
TEST_18194,"[[0, 4990]]",1
TEST_18195,"[[3440, 4190]]",1
TEST_18196,"[[520, 2390], [2670, 3460]]",2
TEST_18197,"[[1380, 4310]]",1
TEST_18198,"[[0, 4980]]",1
TEST_18199,"[[0, 4980]]",1
TEST_18200,"[[170, 4980]]",1
TEST_18201,[],0
TEST_18202,"[[0, 4990]]",1
TEST_18203,"[[0, 4980]]",1
TEST_18204,"[[0, 5010]]",1
TEST_18205,"[[0, 4980]]",1
TEST_18206,"[[1100, 4990]]",1
TEST_18207,"[[0, 4980]]",1
TEST_18208,"[[0, 5000]]",1
TEST_18209,"[[290, 2490], [3500, 4120]]",2
TEST_18210,"[[0, 4980]]",1
TEST_18211,"[[0, 5000]]",1
TEST_18212,"[[0, 4980]]",1
TEST_18213,"[[0, 2170], [2450, 5010]]",2
TEST_18214,"[[0, 4980]]",1
TEST_18215,"[[0, 4980]]",1
TEST_18216,"[[0, 4980]]",1
TEST_18217,"[[150, 2380]]",1
TEST_18218,[],0
TEST_18219,"[[0, 4030]]",1
TEST_18220,"[[390, 940], [1220, 3760]]",2
TEST_18221,"[[0, 4990]]",1
TEST_18222,"[[0, 4980]]",1
TEST_18223,"[[1350, 1920]]",1
TEST_18224,"[[0, 4980]]",1
TEST_18225,"[[1200, 3750]]",1
TEST_18226,"[[0, 5000]]",1
TEST_18227,"[[0, 2590]]",1
TEST_18228,"[[0, 4980]]",1
TEST_18229,"[[1110, 3970]]",1
TEST_18230,"[[730, 4980]]",1
TEST_18231,"[[0, 4980]]",1
TEST_18232,"[[0, 5010]]",1
TEST_18233,"[[0, 5000]]",1
TEST_18234,"[[0, 5000]]",1
TEST_18235,"[[0, 4980]]",1
TEST_18236,"[[0, 5010]]",1
TEST_18237,"[[540, 1070], [1420, 3370]]",2
TEST_18238,"[[0, 4980]]",1
TEST_18239,"[[350, 4980]]",1
TEST_18240,"[[0, 4980]]",1
TEST_18241,"[[1730, 3390]]",1
TEST_18242,"[[100, 4990]]",1
TEST_18243,"[[860, 3800]]",1
TEST_18244,"[[0, 2450]]",1
TEST_18245,"[[320, 4990]]",1
TEST_18246,"[[0, 4980]]",1
TEST_18247,[],0
TEST_18248,[],0
TEST_18249,"[[0, 4980]]",1
TEST_18250,"[[0, 4980]]",1
TEST_18251,"[[0, 5000]]",1
TEST_18252,"[[2350, 4310]]",1
TEST_18253,"[[0, 4980]]",1
TEST_18254,"[[120, 3740]]",1
TEST_18255,"[[0, 4980]]",1
TEST_18256,"[[0, 4990]]",1
TEST_18257,"[[2770, 3660]]",1
TEST_18258,"[[930, 3960]]",1
TEST_18259,"[[670, 2240], [3290, 4100]]",2
TEST_18260,"[[0, 4980]]",1
TEST_18261,"[[230, 4140]]",1
TEST_18262,"[[0, 2860]]",1
TEST_18263,"[[0, 2980]]",1
TEST_18264,"[[0, 4990]]",1
TEST_18265,"[[0, 4980]]",1
TEST_18266,"[[430, 3940], [4290, 4980]]",2
TEST_18267,"[[680, 2880]]",1
TEST_18268,[],0
TEST_18269,"[[100, 5000]]",1
TEST_18270,"[[0, 4200]]",1
TEST_18271,"[[1780, 3250], [3900, 4980]]",2
TEST_18272,"[[0, 4980]]",1
TEST_18273,[],0
TEST_18274,"[[0, 5010]]",1
TEST_18275,"[[310, 2030]]",1
TEST_18276,"[[0, 4990]]",1
TEST_18277,"[[0, 4980]]",1
TEST_18278,[],0
TEST_18279,"[[0, 5010]]",1
TEST_18280,"[[0, 5000]]",1
TEST_18281,"[[40, 1710], [1990, 5000]]",2
TEST_18282,"[[0, 4980]]",1
TEST_18283,"[[0, 4990]]",1
TEST_18284,[],0
TEST_18285,"[[0, 4990]]",1
TEST_18286,"[[0, 4980]]",1
TEST_18287,"[[3040, 4990]]",1
TEST_18288,"[[0, 4980]]",1
TEST_18289,"[[0, 4980]]",1
TEST_18290,"[[1920, 2620]]",1
TEST_18291,[],0
TEST_18292,"[[0, 5000]]",1
TEST_18293,"[[0, 4980]]",1
TEST_18294,"[[0, 5010]]",1
TEST_18295,"[[270, 3460]]",1
TEST_18296,"[[0, 4980]]",1
TEST_18297,"[[0, 3240]]",1
TEST_18298,"[[0, 4980]]",1
TEST_18299,"[[1460, 5000]]",1
TEST_18300,"[[2340, 4980]]",1
TEST_18301,"[[0, 4980]]",1
TEST_18302,"[[1040, 4980]]",1
TEST_18303,"[[0, 5000]]",1
TEST_18304,"[[280, 4980]]",1
TEST_18305,"[[0, 2010]]",1
TEST_18306,[],0
TEST_18307,"[[0, 3760], [4040, 4980]]",2
TEST_18308,"[[0, 3140], [3420, 4980]]",2
TEST_18309,"[[0, 4450]]",1
TEST_18310,"[[0, 4430]]",1
TEST_18311,"[[0, 3210]]",1
TEST_18312,"[[1310, 3960]]",1
TEST_18313,"[[0, 4980]]",1
TEST_18314,"[[0, 4980]]",1
TEST_18315,[],0
TEST_18316,"[[0, 4240], [4520, 4980]]",2
TEST_18317,"[[0, 4980]]",1
TEST_18318,"[[0, 4980]]",1
TEST_18319,"[[0, 4980]]",1
TEST_18320,"[[0, 5000]]",1
TEST_18321,"[[0, 5010]]",1
TEST_18322,"[[0, 4980]]",1
TEST_18323,"[[0, 5010]]",1
TEST_18324,"[[0, 4980]]",1
TEST_18325,"[[420, 1160]]",1
TEST_18326,"[[0, 4980]]",1
TEST_18327,"[[0, 4350]]",1
TEST_18328,"[[0, 4990]]",1
TEST_18329,"[[0, 1780], [3440, 4320]]",2
TEST_18330,"[[0, 5000]]",1
TEST_18331,[],0
TEST_18332,"[[800, 1670]]",1
TEST_18333,"[[2480, 4980]]",1
TEST_18334,"[[0, 4990]]",1
TEST_18335,"[[0, 1080], [1630, 5000]]",2
TEST_18336,[],0
TEST_18337,"[[0, 4980]]",1
TEST_18338,"[[0, 4980]]",1
TEST_18339,[],0
TEST_18340,"[[0, 4980]]",1
TEST_18341,"[[510, 4980]]",1
TEST_18342,"[[0, 3340], [4310, 4980]]",2
TEST_18343,"[[0, 4980]]",1
TEST_18344,[],0
TEST_18345,"[[0, 2340], [2670, 4980]]",2
TEST_18346,"[[2930, 5000]]",1
TEST_18347,"[[0, 4980]]",1
TEST_18348,"[[0, 4990]]",1
TEST_18349,[],0
TEST_18350,"[[0, 4980]]",1
TEST_18351,"[[0, 4980]]",1
TEST_18352,"[[0, 4980]]",1
TEST_18353,"[[0, 5000]]",1
TEST_18354,"[[0, 4980]]",1
TEST_18355,"[[150, 4040]]",1
TEST_18356,"[[0, 4980]]",1
TEST_18357,"[[0, 4980]]",1
TEST_18358,"[[580, 5010]]",1
TEST_18359,"[[0, 5000]]",1
TEST_18360,"[[0, 5010]]",1
TEST_18361,"[[940, 2670]]",1
TEST_18362,"[[0, 5000]]",1
TEST_18363,"[[1510, 2440], [3110, 3890]]",2
TEST_18364,"[[720, 1930], [2590, 5000]]",2
TEST_18365,"[[0, 2010], [2490, 3600]]",2
TEST_18366,"[[1170, 4990]]",1
TEST_18367,"[[0, 1480], [2030, 2830], [3110, 4980]]",3
TEST_18368,"[[0, 4980]]",1
TEST_18369,"[[710, 5010]]",1
TEST_18370,[],0
TEST_18371,"[[0, 4980]]",1
TEST_18372,"[[0, 3850]]",1
TEST_18373,"[[0, 1850], [2180, 3390], [3670, 4980]]",3
TEST_18374,"[[0, 5010]]",1
TEST_18375,"[[0, 5010]]",1
TEST_18376,"[[0, 4990]]",1
TEST_18377,"[[400, 3300]]",1
TEST_18378,"[[0, 4980]]",1
TEST_18379,"[[0, 5010]]",1
TEST_18380,"[[0, 4980]]",1
TEST_18381,[],0
TEST_18382,"[[610, 2940]]",1
TEST_18383,"[[870, 3800]]",1
TEST_18384,[],0
TEST_18385,"[[60, 5000]]",1
TEST_18386,"[[240, 3850]]",1
TEST_18387,"[[0, 5000]]",1
TEST_18388,"[[290, 3590]]",1
TEST_18389,[],0
TEST_18390,"[[190, 4400]]",1
TEST_18391,"[[0, 4980]]",1
TEST_18392,[],0
TEST_18393,"[[0, 1130], [1430, 4980]]",2
TEST_18394,[],0
TEST_18395,"[[0, 1150], [2810, 3690]]",2
TEST_18396,"[[1040, 5000]]",1
TEST_18397,"[[0, 3290]]",1
TEST_18398,"[[3040, 4980]]",1
TEST_18399,"[[730, 4030]]",1
TEST_18400,"[[0, 4990]]",1
TEST_18401,"[[0, 4980]]",1
TEST_18402,"[[0, 5010]]",1
TEST_18403,"[[1370, 4980]]",1
TEST_18404,"[[0, 840], [1130, 2720]]",2
TEST_18405,"[[0, 4980]]",1
TEST_18406,"[[0, 4980]]",1
TEST_18407,"[[0, 5000]]",1
TEST_18408,"[[410, 4990]]",1
TEST_18409,"[[0, 5000]]",1
TEST_18410,"[[0, 4990]]",1
TEST_18411,"[[1440, 2760]]",1
TEST_18412,"[[0, 4980]]",1
TEST_18413,"[[0, 4980]]",1
TEST_18414,"[[210, 4980]]",1
TEST_18415,"[[0, 4980]]",1
TEST_18416,[],0
TEST_18417,"[[0, 4980]]",1
TEST_18418,"[[0, 4980]]",1
TEST_18419,"[[0, 2620], [2980, 4980]]",2
TEST_18420,"[[960, 3700]]",1
TEST_18421,"[[0, 5000]]",1
TEST_18422,"[[1820, 2370], [2830, 4980]]",2
TEST_18423,"[[1090, 3940]]",1
TEST_18424,"[[0, 5000]]",1
TEST_18425,"[[0, 4980]]",1
TEST_18426,"[[0, 4980]]",1
TEST_18427,[],0
TEST_18428,"[[2050, 3590]]",1
TEST_18429,[],0
TEST_18430,"[[0, 540], [1450, 3760]]",2
TEST_18431,"[[60, 4250]]",1
TEST_18432,"[[0, 4990]]",1
TEST_18433,"[[20, 4980]]",1
TEST_18434,"[[0, 4980]]",1
TEST_18435,"[[670, 1240], [1520, 2320], [3970, 4980]]",3
TEST_18436,"[[320, 4980]]",1
TEST_18437,"[[40, 1210], [1490, 2950], [3430, 4980]]",3
TEST_18438,"[[0, 4980]]",1
TEST_18439,[],0
TEST_18440,"[[220, 4370]]",1
TEST_18441,[],0
TEST_18442,[],0
TEST_18443,"[[0, 2130]]",1
TEST_18444,"[[1790, 3640]]",1
TEST_18445,"[[130, 2840]]",1
TEST_18446,"[[0, 4980]]",1
TEST_18447,"[[3030, 4990]]",1
TEST_18448,[],0
TEST_18449,"[[0, 4980]]",1
TEST_18450,"[[0, 4980]]",1
TEST_18451,"[[0, 2680]]",1
TEST_18452,"[[0, 530], [1180, 2550], [2930, 3650]]",3
TEST_18453,"[[0, 4980]]",1
TEST_18454,"[[1050, 5010]]",1
TEST_18455,"[[0, 4980]]",1
TEST_18456,"[[0, 4980]]",1
TEST_18457,"[[90, 4980]]",1
TEST_18458,[],0
TEST_18459,"[[0, 1560], [1840, 4980]]",2
TEST_18460,"[[0, 4990]]",1
TEST_18461,"[[580, 3690]]",1
TEST_18462,"[[0, 3630]]",1
TEST_18463,"[[0, 4980]]",1
TEST_18464,"[[0, 3260], [4240, 4980]]",2
TEST_18465,"[[0, 4050]]",1
TEST_18466,"[[900, 3710]]",1
TEST_18467,"[[0, 4990]]",1
TEST_18468,"[[0, 4330]]",1
TEST_18469,"[[0, 1640], [1940, 4980]]",2
TEST_18470,"[[560, 4330]]",1
TEST_18471,"[[500, 4980]]",1
TEST_18472,"[[0, 4980]]",1
TEST_18473,"[[1390, 3290]]",1
TEST_18474,"[[100, 3310]]",1
TEST_18475,[],0
TEST_18476,"[[1580, 2900]]",1
TEST_18477,"[[460, 1130], [2780, 3410], [3690, 4980]]",3
TEST_18478,"[[0, 5000]]",1
TEST_18479,"[[0, 4980]]",1
TEST_18480,"[[3610, 4990]]",1
TEST_18481,"[[0, 4980]]",1
TEST_18482,"[[1160, 5000]]",1
TEST_18483,"[[0, 4980]]",1
TEST_18484,"[[250, 2330], [2610, 5000]]",2
TEST_18485,"[[1450, 2640]]",1
TEST_18486,"[[0, 4980]]",1
TEST_18487,"[[160, 4980]]",1
TEST_18488,"[[1510, 5010]]",1
TEST_18489,"[[0, 2360], [2640, 3400], [3680, 5010]]",3
TEST_18490,"[[0, 4980]]",1
TEST_18491,"[[0, 4990]]",1
TEST_18492,"[[0, 4980]]",1
TEST_18493,"[[0, 3430], [3720, 5010]]",2
TEST_18494,"[[0, 4980]]",1
TEST_18495,"[[0, 4980]]",1
TEST_18496,"[[50, 2320]]",1
TEST_18497,[],0
TEST_18498,"[[220, 4980]]",1
TEST_18499,[],0
TEST_18500,"[[2790, 4990]]",1
TEST_18501,"[[0, 4980]]",1
TEST_18502,"[[2100, 3770]]",1
TEST_18503,"[[0, 5000]]",1
TEST_18504,"[[0, 4980]]",1
TEST_18505,"[[30, 3330], [3610, 4980]]",2
TEST_18506,[],0
TEST_18507,"[[0, 4980]]",1
TEST_18508,"[[2530, 4980]]",1
TEST_18509,"[[1830, 3890]]",1
TEST_18510,"[[50, 4980]]",1
TEST_18511,"[[0, 4340]]",1
TEST_18512,"[[0, 5010]]",1
TEST_18513,"[[0, 4980]]",1
TEST_18514,"[[160, 3870], [4150, 4980]]",2
TEST_18515,"[[0, 5010]]",1
TEST_18516,"[[10, 5010]]",1
TEST_18517,"[[1810, 3700]]",1
TEST_18518,"[[0, 4980]]",1
TEST_18519,"[[0, 3030], [3380, 3950]]",2
TEST_18520,[],0
TEST_18521,[],0
TEST_18522,"[[2100, 4980]]",1
TEST_18523,"[[0, 4980]]",1
TEST_18524,"[[200, 5010]]",1
TEST_18525,"[[0, 4980]]",1
TEST_18526,[],0
TEST_18527,"[[0, 4980]]",1
TEST_18528,"[[0, 4990]]",1
TEST_18529,"[[730, 3280]]",1
TEST_18530,"[[3160, 4990]]",1
TEST_18531,[],0
TEST_18532,"[[0, 620], [1390, 2000], [3630, 4980]]",3
TEST_18533,"[[0, 4980]]",1
TEST_18534,"[[160, 690], [1400, 4980]]",2
TEST_18535,"[[0, 4980]]",1
TEST_18536,"[[0, 4980]]",1
TEST_18537,"[[0, 4980]]",1
TEST_18538,"[[0, 4990]]",1
TEST_18539,"[[0, 4990]]",1
TEST_18540,"[[0, 5000]]",1
TEST_18541,"[[0, 4990]]",1
TEST_18542,"[[0, 5000]]",1
TEST_18543,[],0
TEST_18544,"[[0, 4990]]",1
TEST_18545,"[[0, 4980]]",1
TEST_18546,"[[3100, 3680], [3960, 4980]]",2
TEST_18547,"[[970, 4370]]",1
TEST_18548,"[[2830, 3400], [3680, 4980]]",2
TEST_18549,"[[0, 5010]]",1
TEST_18550,"[[0, 5000]]",1
TEST_18551,"[[860, 3140]]",1
TEST_18552,"[[0, 4990]]",1
TEST_18553,"[[0, 4980]]",1
TEST_18554,"[[2040, 4140]]",1
TEST_18555,"[[0, 5010]]",1
TEST_18556,"[[2300, 3660]]",1
TEST_18557,"[[1270, 4990]]",1
TEST_18558,[],0
TEST_18559,"[[0, 4990]]",1
TEST_18560,"[[940, 2940]]",1
TEST_18561,"[[0, 4980]]",1
TEST_18562,[],0
TEST_18563,"[[1930, 4980]]",1
TEST_18564,"[[40, 4980]]",1
TEST_18565,"[[0, 3010], [3370, 4980]]",2
TEST_18566,"[[0, 4980]]",1
TEST_18567,"[[0, 4980]]",1
TEST_18568,"[[520, 4980]]",1
TEST_18569,[],0
TEST_18570,[],0
TEST_18571,"[[70, 3390]]",1
TEST_18572,[],0
TEST_18573,"[[0, 1000]]",1
TEST_18574,"[[670, 4980]]",1
TEST_18575,"[[0, 2290]]",1
TEST_18576,"[[0, 3730]]",1
TEST_18577,[],0
TEST_18578,"[[0, 4980]]",1
TEST_18579,[],0
TEST_18580,"[[0, 4980]]",1
TEST_18581,"[[30, 2850]]",1
TEST_18582,"[[0, 4980]]",1
TEST_18583,"[[0, 3230]]",1
TEST_18584,"[[2850, 4000]]",1
TEST_18585,"[[0, 4980]]",1
TEST_18586,"[[0, 4980]]",1
TEST_18587,"[[0, 5010]]",1
TEST_18588,"[[0, 4980]]",1
TEST_18589,"[[1500, 4050]]",1
TEST_18590,"[[0, 4980]]",1
TEST_18591,"[[0, 4990]]",1
TEST_18592,"[[0, 4980]]",1
TEST_18593,"[[240, 5000]]",1
TEST_18594,"[[0, 4980]]",1
TEST_18595,"[[0, 4980]]",1
TEST_18596,"[[0, 4990]]",1
TEST_18597,[],0
TEST_18598,"[[2220, 3380]]",1
TEST_18599,"[[0, 5000]]",1
TEST_18600,"[[0, 410]]",1
TEST_18601,"[[0, 1140], [1440, 4980]]",2
TEST_18602,"[[0, 4980]]",1
TEST_18603,[],0
TEST_18604,"[[0, 5000]]",1
TEST_18605,"[[0, 4990]]",1
TEST_18606,"[[0, 4980]]",1
TEST_18607,"[[0, 4980]]",1
TEST_18608,"[[0, 4990]]",1
TEST_18609,"[[0, 4980]]",1
TEST_18610,"[[0, 4980]]",1
TEST_18611,"[[0, 4980]]",1
TEST_18612,"[[180, 2410]]",1
TEST_18613,"[[0, 5000]]",1
TEST_18614,"[[0, 2760], [3040, 4980]]",2
TEST_18615,"[[2050, 4020]]",1
TEST_18616,"[[0, 4980]]",1
TEST_18617,"[[0, 540], [820, 2970], [3660, 4980]]",3
TEST_18618,"[[0, 3700], [3980, 4980]]",2
TEST_18619,"[[980, 3890]]",1
TEST_18620,"[[0, 4980]]",1
TEST_18621,"[[2210, 4210]]",1
TEST_18622,"[[3130, 4980]]",1
TEST_18623,"[[2750, 4990]]",1
TEST_18624,"[[0, 5000]]",1
TEST_18625,[],0
TEST_18626,"[[0, 4990]]",1
TEST_18627,"[[1050, 3690], [3970, 4980]]",2
TEST_18628,"[[0, 4980]]",1
TEST_18629,"[[250, 3710]]",1
TEST_18630,"[[0, 5000]]",1
TEST_18631,"[[0, 5000]]",1
TEST_18632,"[[0, 5010]]",1
TEST_18633,"[[0, 4990]]",1
TEST_18634,[],0
TEST_18635,"[[90, 4980]]",1
TEST_18636,[],0
TEST_18637,[],0
TEST_18638,"[[650, 2280]]",1
TEST_18639,[],0
TEST_18640,"[[0, 4980]]",1
TEST_18641,"[[0, 4980]]",1
TEST_18642,"[[650, 4980]]",1
TEST_18643,"[[1140, 5010]]",1
TEST_18644,"[[0, 4980]]",1
TEST_18645,"[[1230, 2820], [3100, 4980]]",2
TEST_18646,"[[2700, 5000]]",1
TEST_18647,"[[50, 4470]]",1
TEST_18648,"[[0, 320], [780, 1960], [2240, 3160]]",3
TEST_18649,"[[1160, 3050], [3330, 4270]]",2
TEST_18650,[],0
TEST_18651,"[[40, 1790]]",1
TEST_18652,"[[1540, 2310]]",1
TEST_18653,[],0
TEST_18654,"[[1250, 5000]]",1
TEST_18655,"[[0, 4980]]",1
TEST_18656,"[[0, 4980]]",1
TEST_18657,"[[980, 3280]]",1
TEST_18658,"[[0, 4980]]",1
TEST_18659,"[[1440, 4240]]",1
TEST_18660,"[[0, 4980]]",1
TEST_18661,"[[0, 4980]]",1
TEST_18662,"[[0, 2080], [2360, 4980]]",2
TEST_18663,[],0
TEST_18664,"[[0, 2370], [2650, 4980]]",2
TEST_18665,"[[850, 1700]]",1
TEST_18666,"[[1150, 2340], [3150, 4390]]",2
TEST_18667,"[[0, 2970], [3420, 4980]]",2
TEST_18668,[],0
TEST_18669,"[[1350, 5000]]",1
TEST_18670,"[[0, 4990]]",1
TEST_18671,"[[0, 4980]]",1
TEST_18672,"[[110, 1830]]",1
TEST_18673,"[[2230, 4980]]",1
TEST_18674,"[[0, 4990]]",1
TEST_18675,"[[710, 3960]]",1
TEST_18676,"[[0, 4980]]",1
TEST_18677,"[[0, 5010]]",1
TEST_18678,"[[0, 4980]]",1
TEST_18679,"[[1910, 3410], [3690, 4980]]",2
TEST_18680,"[[0, 4980]]",1
TEST_18681,"[[0, 4980]]",1
TEST_18682,"[[0, 4980]]",1
TEST_18683,"[[0, 4980]]",1
TEST_18684,"[[0, 4980]]",1
TEST_18685,"[[0, 340], [620, 5010]]",2
TEST_18686,"[[0, 490], [770, 4980]]",2
TEST_18687,"[[0, 3230], [3920, 4990]]",2
TEST_18688,"[[0, 880], [1270, 3320]]",2
TEST_18689,"[[0, 4980]]",1
TEST_18690,"[[0, 1710], [2160, 3640]]",2
TEST_18691,"[[0, 5000]]",1
TEST_18692,"[[0, 4990]]",1
TEST_18693,"[[0, 4150]]",1
TEST_18694,[],0
TEST_18695,"[[590, 4980]]",1
TEST_18696,"[[4210, 4980]]",1
TEST_18697,"[[0, 4980]]",1
TEST_18698,"[[110, 3190]]",1
TEST_18699,"[[0, 380]]",1
TEST_18700,"[[760, 2490]]",1
TEST_18701,"[[180, 2590]]",1
TEST_18702,"[[1980, 3770], [4090, 4980]]",2
TEST_18703,[],0
TEST_18704,"[[640, 4990]]",1
TEST_18705,"[[0, 4980]]",1
TEST_18706,[],0
TEST_18707,"[[0, 4980]]",1
TEST_18708,"[[320, 4990]]",1
TEST_18709,"[[290, 3960]]",1
TEST_18710,"[[0, 4990]]",1
TEST_18711,"[[0, 4980]]",1
TEST_18712,"[[0, 800], [1090, 4980]]",2
TEST_18713,"[[0, 5000]]",1
TEST_18714,"[[0, 4980]]",1
TEST_18715,"[[0, 4980]]",1
TEST_18716,"[[0, 4980]]",1
TEST_18717,"[[0, 4980]]",1
TEST_18718,"[[1130, 3600]]",1
TEST_18719,"[[0, 4030]]",1
TEST_18720,"[[0, 2000], [2610, 3330]]",2
TEST_18721,"[[0, 4980]]",1
TEST_18722,"[[0, 4980]]",1
TEST_18723,"[[430, 4980]]",1
TEST_18724,"[[1240, 4980]]",1
TEST_18725,"[[0, 4990]]",1
TEST_18726,"[[0, 4980]]",1
TEST_18727,"[[2570, 3560]]",1
TEST_18728,"[[950, 1950], [2930, 3710]]",2
TEST_18729,"[[60, 3480]]",1
TEST_18730,"[[0, 5000]]",1
TEST_18731,"[[0, 4980]]",1
TEST_18732,"[[0, 1110], [1390, 4980]]",2
TEST_18733,"[[460, 1030], [2730, 3310]]",2
TEST_18734,"[[0, 4980]]",1
TEST_18735,"[[0, 4980]]",1
TEST_18736,"[[50, 1960], [2410, 4070], [4360, 4980]]",3
TEST_18737,"[[0, 4980]]",1
TEST_18738,"[[0, 4980]]",1
TEST_18739,"[[0, 4990]]",1
TEST_18740,"[[950, 3700]]",1
TEST_18741,"[[0, 4990]]",1
TEST_18742,"[[190, 4980]]",1
TEST_18743,"[[0, 4980]]",1
TEST_18744,"[[220, 3490]]",1
TEST_18745,"[[1630, 3260]]",1
TEST_18746,[],0
TEST_18747,"[[1620, 3380]]",1
